student_id,age,gender,study_hours_per_week,preferred_learning_style,online_courses_completed,participation_in_discussions,assignment_completion_rate,exam_score,attendance_rate,use_of_educational_tech,self_reported_stress_level,time_spent_on_social_media,sleep_hours_per_night,final_grade,cgpa,mastery_score
S00273,24,Female,10,Visual,16,No,24.3,47.6,66,Yes,Medium,11,4,C,2,71.9
S00274,19,Male,36,Visual,10,Yes,18.9,31.5,59,Yes,High,7,10,D,1,50.4
S00275,23,Female,35,Auditory,17,No,22.5,58.8,63,No,High,5,9,B,3,81.3
S00276,26,Male,39,Visual,5,Yes,23.1,46.2,87,Yes,Low,24,5,C,2,69.3
S00277,20,Female,25,Reading/Writing,15,Yes,15.9,65.8,51,Yes,Medium,20,10,A,4,81.7
S00278,27,Female,27,Reading/Writing,18,No,26.1,56.7,85,Yes,High,22,10,B,3,82.8
S00279,23,Male,12,Visual,9,No,19.5,29.4,89,Yes,Medium,0,4,D,1,48.9
S00280,18,Female,12,Reading/Writing,17,No,22.2,46.2,82,Yes,Low,6,6,C,2,68.4
S00281,18,Male,13,Visual,0,No,29.1,35,85,Yes,Low,4,6,D,1,64.1
S00282,23,Male,28,Reading/Writing,1,No,18.3,49.7,91,Yes,Low,0,10,B,3,68
S00283,21,Female,25,Kinesthetic,9,Yes,26.1,32.2,64,Yes,High,2,5,D,1,58.3
S00284,23,Female,43,Kinesthetic,12,Yes,21,34.3,81,Yes,Medium,1,9,D,1,55.3
S00285,25,Female,34,Kinesthetic,16,Yes,18.9,46.9,72,Yes,Medium,5,4,C,2,65.8
S00286,26,Male,29,Reading/Writing,14,No,30,37.8,64,Yes,Medium,17,7,D,1,67.8
S00287,24,Male,26,Kinesthetic,12,Yes,17.7,65.1,68,Yes,Low,8,6,A,4,82.8
S00288,20,Female,39,Reading/Writing,3,Yes,21.9,57.4,78,Yes,Medium,29,9,B,3,79.3
S00289,25,Male,28,Kinesthetic,5,Yes,29.1,33.6,53,Yes,High,19,4,D,1,62.7
S00290,26,Male,43,Kinesthetic,17,No,27.9,48.3,95,Yes,Medium,0,5,C,2,76.2
S00291,25,Female,28,Reading/Writing,18,No,23.1,43.4,69,Yes,Low,11,10,C,2,66.5
S00292,27,Male,12,Kinesthetic,9,Yes,30,32.9,58,Yes,Medium,19,9,D,1,62.9
S00293,25,Male,26,Auditory,8,Yes,25.2,64.4,69,No,High,15,4,A,4,89.6
S00294,28,Male,43,Auditory,6,No,27,60.2,87,Yes,Low,10,6,A,4,87.2
S00295,26,Male,42,Visual,10,Yes,20.4,42.7,55,Yes,Medium,7,8,C,2,63.1
S00296,26,Male,40,Kinesthetic,0,No,27.3,36.4,51,No,Medium,29,7,D,1,63.7
S00297,25,Male,33,Auditory,15,No,19.2,35,93,Yes,Low,1,6,D,1,54.2
S00298,19,Male,15,Visual,1,Yes,23.7,32.2,59,Yes,High,22,7,D,1,55.9
S00299,18,Female,29,Visual,8,No,23.7,49.7,86,No,Medium,3,5,B,3,73.4
S00300,28,Female,21,Kinesthetic,17,Yes,18,69.3,78,No,Low,13,8,A,4,87.3
S00301,23,Male,5,Auditory,17,Yes,27.6,28,83,No,Medium,9,10,D,1,55.6
S00302,25,Male,11,Auditory,11,No,23.1,56.7,98,Yes,High,22,5,B,3,79.8
S00303,28,Female,39,Reading/Writing,16,No,24.9,40.6,77,No,High,9,8,C,2,65.5
S00304,20,Female,10,Auditory,3,No,15.6,52.5,77,Yes,Low,22,7,B,3,68.1
S00305,21,Female,40,Auditory,1,Yes,27.3,39.9,70,No,Low,20,5,C,2,67.2
S00306,28,Male,15,Visual,14,No,24.6,68.6,97,No,High,10,8,A,4,93.2
S00307,18,Male,21,Kinesthetic,13,No,30,32.9,67,No,Medium,12,10,D,1,62.9
S00308,27,Female,5,Visual,8,Yes,29.7,42,89,No,Medium,8,8,C,2,71.7
S00309,25,Male,27,Auditory,17,No,24.6,58.8,78,No,Low,30,7,B,3,83.4
S00310,28,Male,46,Auditory,20,No,20.1,35,51,Yes,Medium,10,10,D,1,55.1
S00311,25,Female,9,Kinesthetic,14,No,28.5,29.4,59,No,Medium,22,10,D,1,57.9
S00312,24,Female,45,Kinesthetic,14,Yes,27.6,28.7,74,Yes,Medium,8,4,D,1,56.3
S00313,24,Male,24,Visual,16,Yes,29.4,35,80,Yes,Medium,1,10,D,1,64.4
S00314,20,Male,44,Auditory,15,Yes,27.9,42,96,No,Low,19,6,C,2,69.9
S00315,21,Female,28,Auditory,8,Yes,15.9,58.8,70,No,High,12,8,B,3,74.7
S00316,21,Female,31,Kinesthetic,18,Yes,18.3,64.4,85,Yes,Medium,6,6,A,4,82.7
S00317,22,Other,33,Kinesthetic,5,Yes,19.2,59.5,52,No,Medium,2,6,A,4,78.7
S00318,24,Male,38,Auditory,6,Yes,30,58.8,99,Yes,Medium,7,9,B,3,88.8
S00319,19,Male,40,Reading/Writing,16,Yes,21.3,29.4,94,Yes,Medium,26,6,D,1,50.7
S00320,25,Female,16,Reading/Writing,17,Yes,25.2,44.1,91,Yes,Medium,0,8,C,2,69.3
S00321,23,Male,16,Auditory,1,Yes,23.7,41.3,98,Yes,Medium,9,5,C,2,65
S00322,22,Female,44,Kinesthetic,9,Yes,28.5,70,74,No,Medium,28,8,A,4,98.5
S00323,19,Female,26,Kinesthetic,0,Yes,20.1,51.8,89,No,Medium,4,4,B,3,71.9
S00324,28,Male,12,Reading/Writing,3,No,28.5,36.4,78,Yes,Medium,5,8,D,1,64.9
S00325,23,Female,48,Reading/Writing,15,Yes,15.3,44.8,50,Yes,Low,14,7,C,2,60.1
S00326,19,Female,9,Auditory,5,Yes,30,34.3,95,Yes,Low,13,8,D,1,64.3
S00327,21,Female,23,Reading/Writing,2,Yes,16.2,68.6,95,No,Medium,0,5,A,4,84.8
S00328,23,Male,38,Visual,5,Yes,21,53.2,76,Yes,Medium,16,4,B,3,74.2
S00329,27,Male,23,Auditory,11,Yes,20.4,38.5,80,No,Medium,9,6,C,2,58.9
S00330,20,Female,30,Reading/Writing,11,Yes,16.2,56,89,Yes,Low,1,5,B,3,72.2
S00331,24,Other,40,Reading/Writing,4,Yes,28.5,51.1,87,Yes,Medium,21,4,B,3,79.6
S00332,25,Male,48,Auditory,14,No,22.8,44.1,71,Yes,High,1,6,C,2,66.9
S00333,22,Female,48,Visual,6,Yes,28.8,63.7,95,No,Medium,16,5,A,4,92.5
S00334,26,Male,8,Visual,18,No,21.6,49,90,Yes,Medium,10,7,B,3,70.6
S00335,26,Male,38,Auditory,19,No,19.2,36.4,63,Yes,Low,9,6,D,1,55.6
S00336,27,Female,46,Kinesthetic,13,No,24.6,62.3,62,Yes,Medium,1,5,A,4,86.9
S00337,23,Female,49,Kinesthetic,11,Yes,20.4,65.1,56,No,High,29,7,A,4,85.5
S00338,21,Male,8,Reading/Writing,9,Yes,17.1,54.6,63,No,Medium,19,6,B,3,71.7
S00339,23,Female,10,Auditory,0,No,15.9,48.3,79,Yes,Low,13,7,C,2,64.2
S00340,25,Male,13,Auditory,5,No,20.4,46.9,51,Yes,High,18,5,C,2,67.3
S00341,21,Male,7,Kinesthetic,14,No,18.3,32.2,81,Yes,Low,18,9,D,1,50.5
S00342,18,Male,19,Kinesthetic,10,No,27.6,67.2,92,No,Medium,30,6,A,4,94.8
S00343,23,Male,20,Visual,13,Yes,23.1,51.8,79,Yes,Medium,13,6,B,3,74.9
S00344,23,Male,43,Reading/Writing,10,No,25.5,30.8,97,No,High,28,4,D,1,56.3
S00345,20,Male,11,Kinesthetic,8,Yes,24.3,53.9,59,Yes,Medium,13,6,B,3,78.2
S00346,23,Female,12,Reading/Writing,3,No,27.6,51.8,73,Yes,Medium,8,7,B,3,79.4
S00347,26,Male,42,Auditory,14,No,15.6,70,95,No,High,3,8,A,4,85.6
S00348,19,Female,44,Visual,2,Yes,21,60.9,84,No,Medium,13,4,A,4,81.9
S00349,24,Male,7,Auditory,16,No,28.5,37.1,55,No,Medium,26,7,D,1,65.6
S00350,22,Female,8,Reading/Writing,19,No,18.6,64.4,53,Yes,Low,26,9,A,4,83
S00351,29,Female,43,Reading/Writing,1,No,19.5,32.9,89,Yes,Low,19,9,D,1,52.4
S00352,28,Female,35,Auditory,14,No,21.6,35.7,56,Yes,High,13,5,D,1,57.3
S00353,20,Female,23,Visual,12,No,16.2,32.9,80,No,Medium,17,5,D,1,49.1
S00354,29,Male,28,Visual,9,Yes,17.4,58.8,53,Yes,Medium,0,9,B,3,76.2
S00355,19,Male,34,Auditory,17,No,19.2,42,69,Yes,Low,26,8,C,2,61.2
S00356,24,Female,21,Auditory,20,No,15.3,42,56,Yes,High,2,8,C,2,57.3
S00357,27,Female,5,Auditory,19,Yes,26.7,32.9,80,Yes,Low,28,10,D,1,59.6
S00358,25,Other,49,Auditory,12,No,22.8,49,55,No,Low,17,9,B,3,71.8
S00359,26,Male,15,Kinesthetic,3,Yes,16.5,60.2,55,Yes,High,12,8,A,4,76.7
S00360,29,Female,17,Kinesthetic,9,No,15.6,48.3,67,No,High,20,8,C,2,63.9
S00361,25,Male,10,Auditory,10,Yes,27.3,44.8,69,Yes,High,7,10,C,2,72.1
S00362,20,Male,6,Auditory,13,Yes,27,53.9,87,Yes,Medium,10,4,B,3,80.9
S00363,26,Female,12,Kinesthetic,5,No,26.7,54.6,61,No,High,1,5,B,3,81.3
S00364,18,Female,30,Reading/Writing,5,No,23.1,38.5,56,Yes,High,20,9,C,2,61.6
S00365,19,Male,44,Reading/Writing,0,No,19.2,39.2,98,No,Medium,27,5,C,2,58.4
S00366,22,Female,45,Auditory,7,No,18.9,52.5,60,Yes,Low,4,6,B,3,71.4
S00367,29,Male,8,Reading/Writing,15,No,19.2,53.2,87,Yes,Medium,15,5,B,3,72.4
S00368,19,Male,45,Reading/Writing,15,No,27.6,58.8,91,Yes,High,18,7,B,3,86.4
S00369,27,Male,34,Visual,5,Yes,27.9,31.5,89,Yes,Medium,5,8,D,1,59.4
S00370,24,Female,26,Visual,7,No,27.3,29.4,50,Yes,Low,29,9,D,1,56.7
S00371,27,Male,41,Reading/Writing,2,No,15.3,63.7,60,Yes,Medium,3,7,A,4,79
S00372,18,Male,49,Auditory,1,No,30,60.2,86,No,Low,26,9,A,4,90.2
S00373,20,Male,38,Kinesthetic,15,Yes,26.4,47.6,77,Yes,High,6,10,C,2,74
S00374,29,Female,29,Auditory,16,No,27,58.1,51,Yes,Medium,18,6,B,3,85.1
S00375,25,Female,11,Kinesthetic,5,Yes,28.5,38.5,67,Yes,High,28,7,C,2,67
S00376,20,Male,6,Kinesthetic,20,Yes,19.2,44.8,57,No,Low,3,9,C,2,64
S00377,28,Female,47,Kinesthetic,17,No,29.4,56.7,75,Yes,Medium,9,4,B,3,86.1
S00378,27,Female,44,Auditory,20,Yes,21,62.3,56,Yes,Medium,24,7,A,4,83.3
S00379,25,Female,43,Reading/Writing,14,Yes,16.8,61.6,77,Yes,Medium,2,4,A,4,78.4
S00380,23,Male,39,Visual,10,No,26.1,62.3,77,No,High,18,7,A,4,88.4
S00381,21,Male,36,Auditory,12,Yes,27.3,37.1,87,No,Medium,1,10,D,1,64.4
S00382,27,Female,18,Visual,1,Yes,26.1,60.2,51,Yes,Low,1,8,A,4,86.3
S00383,18,Female,47,Reading/Writing,6,Yes,19.2,53.2,80,Yes,Medium,10,4,B,3,72.4
S00384,18,Male,46,Visual,18,No,17.1,35,87,Yes,Low,14,8,D,1,52.1
S00385,23,Female,6,Auditory,6,Yes,18.6,64.4,60,No,Low,3,8,A,4,83
S00386,28,Female,29,Kinesthetic,12,No,22.5,53.2,71,Yes,Medium,18,10,B,3,75.7
S00387,20,Male,22,Visual,17,Yes,15,31.5,88,Yes,Medium,5,5,D,1,46.5
S00388,23,Male,48,Visual,16,Yes,29.4,62.3,63,Yes,Medium,28,7,A,4,91.7
S00389,27,Female,20,Kinesthetic,13,No,20.4,39.2,61,Yes,Medium,19,6,C,2,59.6
S00390,26,Male,16,Kinesthetic,6,Yes,16.5,66.5,58,No,Low,17,7,A,4,83
S00391,18,Male,46,Kinesthetic,8,No,17.7,48.3,97,Yes,Medium,21,8,C,2,66
S00392,28,Male,29,Visual,14,Yes,24.6,53.9,86,Yes,Low,2,5,B,3,78.5
S00393,18,Male,17,Kinesthetic,13,Yes,20.4,51.1,80,No,Medium,6,5,B,3,71.5
S00394,27,Female,16,Kinesthetic,19,Yes,26.1,41.3,100,No,High,0,4,C,2,67.4
S00395,18,Female,23,Auditory,3,No,16.8,48.3,74,Yes,Medium,9,7,C,2,65.1
S00396,23,Male,34,Reading/Writing,10,Yes,30,41.3,80,No,Medium,16,4,C,2,71.3
S00397,27,Male,9,Reading/Writing,12,Yes,22.8,32.9,100,Yes,Medium,14,6,D,1,55.7
S00398,29,Male,35,Visual,11,No,24.3,32.9,50,No,Medium,21,7,D,1,57.2
S00399,23,Male,30,Reading/Writing,19,Yes,15.6,46.2,50,Yes,High,10,7,C,2,61.8
S00400,26,Female,9,Visual,3,Yes,17.1,56,64,No,Medium,29,7,B,3,73.1
S00401,18,Female,38,Auditory,16,Yes,15,50.4,62,No,Low,3,6,B,3,65.4
S00402,29,Female,25,Reading/Writing,13,Yes,21.3,41.3,77,Yes,High,30,4,C,2,62.6
S00403,26,Male,18,Auditory,10,Yes,23.1,67.9,96,Yes,Medium,11,5,A,4,91
S00404,19,Male,44,Kinesthetic,13,Yes,28.2,61.6,62,Yes,Medium,1,10,A,4,89.8
S00405,28,Female,36,Reading/Writing,20,No,22.8,33.6,51,Yes,High,28,10,D,1,56.4
S00406,24,Male,15,Visual,8,Yes,17.7,47.6,71,Yes,High,30,4,C,2,65.3
S00407,20,Female,10,Visual,20,Yes,27.9,35.7,50,Yes,Medium,20,10,D,1,63.6
S00408,19,Female,10,Visual,17,No,18.3,45.5,64,No,Medium,3,10,C,2,63.8
S00409,23,Male,11,Visual,20,No,21.6,37.1,62,Yes,Medium,11,9,D,1,58.7
S00410,26,Male,39,Reading/Writing,4,No,26.7,46.2,89,Yes,Low,2,6,C,2,72.9
S00411,21,Female,5,Auditory,0,Yes,17.1,29.4,52,Yes,Medium,14,4,D,1,46.5
S00412,20,Male,22,Auditory,14,No,17.4,35.7,89,Yes,Low,11,5,D,1,53.1
S00413,19,Male,40,Kinesthetic,15,Yes,17.7,39.2,75,Yes,Medium,0,8,C,2,56.9
S00414,27,Female,20,Visual,9,Yes,24.3,30.8,55,Yes,High,4,5,D,1,55.1
S00415,19,Female,21,Reading/Writing,13,No,23.7,53.2,60,No,Low,1,10,B,3,76.9
S00416,27,Male,36,Auditory,0,No,25.5,39.9,69,Yes,Medium,0,7,C,2,65.4
S00417,26,Male,23,Visual,2,Yes,20.7,32.2,71,No,Medium,14,9,D,1,52.9
S00418,18,Other,43,Visual,7,No,15,32.9,100,No,Medium,26,7,D,1,47.9
S00419,23,Male,21,Visual,10,Yes,19.2,68.6,81,Yes,High,15,8,A,4,87.8
S00420,21,Male,16,Kinesthetic,14,Yes,20.4,29.4,85,Yes,Medium,2,8,D,1,49.8
S00421,19,Female,37,Visual,16,No,24,44.1,50,No,Medium,3,7,C,2,68.1
S00422,29,Male,35,Kinesthetic,17,Yes,23.1,34.3,88,Yes,Medium,13,10,D,1,57.4
S00423,24,Male,47,Reading/Writing,5,Yes,15.6,59.5,83,Yes,High,7,8,A,4,75.1
S00424,29,Other,13,Visual,0,No,20.1,51.1,68,Yes,Medium,25,6,B,3,71.2
S00425,25,Female,41,Auditory,0,No,19.2,58.8,72,No,Medium,26,10,B,3,78
S00426,29,Female,38,Visual,12,Yes,20.1,44.1,66,Yes,Medium,5,7,C,2,64.2
S00427,25,Male,41,Reading/Writing,0,No,30,29.4,89,No,Low,4,6,D,1,59.4
S00428,25,Female,35,Kinesthetic,16,No,29.7,35.7,97,Yes,Low,26,6,D,1,65.4
S00429,28,Other,34,Auditory,18,No,19.2,35,87,Yes,Low,19,8,D,1,54.2
S00430,18,Female,37,Reading/Writing,6,Yes,19.8,44.8,78,No,Medium,11,5,C,2,64.6
S00431,21,Male,28,Kinesthetic,2,Yes,24.6,51.1,79,Yes,Low,28,4,B,3,75.7
S00432,26,Male,39,Kinesthetic,14,Yes,20.1,29.4,100,Yes,Low,5,8,D,1,49.5
S00433,29,Female,37,Reading/Writing,17,Yes,27.3,46.2,55,Yes,Medium,11,5,C,2,73.5
S00434,21,Male,25,Visual,17,Yes,26.4,64.4,79,No,Medium,11,6,A,4,90.8
S00435,18,Female,25,Visual,20,Yes,17.1,55.3,96,Yes,Medium,18,9,B,3,72.4
S00436,18,Male,46,Visual,19,Yes,24.9,29.4,95,Yes,High,16,8,D,1,54.3
S00437,20,Male,18,Reading/Writing,4,No,17.7,51.8,69,No,Medium,18,7,B,3,69.5
S00438,27,Male,28,Reading/Writing,18,Yes,21.6,39.2,51,Yes,Medium,27,9,C,2,60.8
S00439,27,Male,19,Reading/Writing,11,Yes,23.4,57.4,58,Yes,Medium,1,6,B,3,80.8
S00440,28,Female,30,Kinesthetic,11,No,15,65.8,76,Yes,Medium,20,8,A,4,80.8
S00441,22,Female,45,Visual,19,No,28.5,34.3,94,Yes,Low,11,9,D,1,62.8
S00442,26,Female,45,Visual,5,Yes,29.1,38.5,62,Yes,Medium,25,7,C,2,67.6
S00443,25,Female,15,Kinesthetic,15,No,28.8,63,65,Yes,High,22,4,A,4,91.8
S00444,27,Male,8,Visual,11,No,26.7,38.5,75,No,Low,2,8,C,2,65.2
S00445,20,Male,25,Visual,4,No,30,65.1,64,Yes,Medium,18,10,A,4,95.1
S00446,22,Male,16,Reading/Writing,5,No,26.4,56,53,Yes,Medium,10,7,B,3,82.4
S00447,25,Female,44,Kinesthetic,15,No,22.5,59.5,73,Yes,Medium,4,8,A,4,82
S00448,22,Female,22,Visual,11,No,20.1,69.3,79,Yes,Medium,9,5,A,4,89.4
S00449,21,Female,32,Auditory,17,No,24.6,32.9,98,Yes,High,8,8,D,1,57.5
S00450,23,Male,27,Reading/Writing,10,Yes,24,53.9,84,Yes,Medium,29,10,B,3,77.9
S00451,25,Male,11,Reading/Writing,7,Yes,28.2,36.4,98,Yes,Medium,7,10,D,1,64.6
S00452,21,Male,30,Visual,9,Yes,27,47.6,77,Yes,High,21,4,C,2,74.6
S00453,27,Female,15,Reading/Writing,8,No,21.6,53.2,73,No,Medium,3,10,B,3,74.8
S00454,18,Female,22,Visual,6,No,20.7,41.3,100,Yes,Medium,10,8,C,2,62
S00455,28,Male,7,Auditory,15,Yes,29.7,60.2,97,Yes,Medium,14,7,A,4,89.9
S00456,21,Male,46,Kinesthetic,4,No,16.5,32.9,96,No,Medium,13,4,D,1,49.4
S00457,19,Male,6,Kinesthetic,0,Yes,20.4,69.3,68,Yes,Low,30,10,A,4,89.7
S00458,19,Other,26,Reading/Writing,4,No,27.9,62.3,79,Yes,High,9,4,A,4,90.2
S00459,28,Male,42,Auditory,8,Yes,27,39.9,61,Yes,Medium,28,5,C,2,66.9
S00460,28,Female,34,Visual,8,Yes,20.4,46.2,70,Yes,Medium,5,10,C,2,66.6
S00461,22,Male,7,Visual,13,Yes,26.7,64.4,94,No,Low,27,8,A,4,91.1
S00462,19,Male,18,Visual,15,Yes,15,67.9,75,Yes,Medium,14,7,A,4,82.9
S00463,19,Female,24,Reading/Writing,0,Yes,20.1,32.2,94,No,Low,20,8,D,1,52.3
S00464,21,Male,5,Kinesthetic,18,Yes,19.5,70,57,No,Low,16,6,A,4,89.5
S00465,28,Male,15,Visual,5,No,21.3,35.7,50,Yes,Medium,21,9,D,1,57
S00466,29,Male,15,Auditory,5,Yes,21.6,65.8,66,No,Medium,9,4,A,4,87.4
S00467,24,Male,26,Visual,3,Yes,22.8,53.9,56,No,Medium,26,6,B,3,76.7
S00468,29,Male,39,Reading/Writing,7,No,28.8,37.8,53,Yes,Medium,26,7,D,1,66.6
S00469,22,Female,35,Auditory,19,Yes,15,42,56,Yes,Low,9,4,C,2,57
S00470,25,Female,13,Reading/Writing,7,Yes,23.4,34.3,93,Yes,Low,5,5,D,1,57.7
S00471,27,Female,26,Auditory,3,No,16.5,49.7,71,No,High,16,7,B,3,66.2
S00472,29,Female,47,Reading/Writing,15,Yes,17.4,32.9,55,Yes,Low,10,9,D,1,50.3
S00473,28,Male,23,Auditory,6,No,21.9,70,75,No,Medium,8,6,A,4,91.9
S00474,29,Female,13,Kinesthetic,20,No,15,58.8,86,Yes,Medium,20,6,B,3,73.8
S00475,26,Other,14,Visual,5,Yes,29.1,53.2,70,Yes,High,25,8,B,3,82.3
S00476,20,Male,13,Kinesthetic,1,Yes,23.4,33.6,81,No,Medium,17,6,D,1,57
S00477,28,Male,36,Reading/Writing,4,Yes,24.6,59.5,72,Yes,High,24,7,A,4,84.1
S00478,21,Female,22,Reading/Writing,5,Yes,21.9,32.9,79,Yes,Low,29,6,D,1,54.8
S00479,24,Female,48,Auditory,15,No,19.2,43.4,53,Yes,Low,8,10,C,2,62.6
S00480,23,Male,32,Auditory,16,Yes,25.2,47.6,98,Yes,Medium,4,8,C,2,72.8
S00481,18,Female,43,Auditory,1,Yes,26.1,35.7,62,Yes,Medium,5,6,D,1,61.8
S00482,23,Female,9,Auditory,16,Yes,27.6,53.9,71,Yes,Low,28,5,B,3,81.5
S00483,28,Male,28,Reading/Writing,11,Yes,16.8,64.4,70,No,Low,25,8,A,4,81.2
S00484,26,Male,27,Kinesthetic,16,No,16.5,61.6,82,Yes,Medium,28,4,A,4,78.1
S00485,23,Male,37,Visual,19,No,18,60.2,83,Yes,Medium,0,5,A,4,78.2
S00486,28,Male,16,Auditory,16,No,18.6,42,71,Yes,Medium,2,10,C,2,60.6
S00487,29,Female,6,Kinesthetic,17,No,23.1,38.5,83,Yes,High,5,6,C,2,61.6
S00488,23,Male,9,Kinesthetic,0,No,20.7,37.1,79,Yes,Low,3,7,D,1,57.8
S00489,28,Male,47,Kinesthetic,16,Yes,16.5,28,96,Yes,Low,28,5,D,1,44.5
S00490,18,Male,8,Auditory,15,Yes,16.2,35,78,No,Low,24,9,D,1,51.2
S00491,27,Male,39,Visual,1,Yes,25.8,62.3,80,Yes,Low,15,8,A,4,88.1
S00492,28,Male,6,Reading/Writing,15,Yes,28.2,33.6,73,Yes,Low,29,4,D,1,61.8
S00493,26,Male,47,Auditory,9,Yes,24.6,52.5,92,Yes,Low,19,5,B,3,77.1
S00494,21,Male,42,Reading/Writing,17,Yes,27,39.2,98,Yes,Medium,2,9,C,2,66.2
S00495,25,Female,36,Reading/Writing,11,No,28.2,49.7,98,Yes,High,14,5,B,3,77.9
S00496,24,Female,40,Auditory,0,No,27,58.1,78,Yes,Medium,25,7,B,3,85.1
S00497,23,Female,25,Visual,18,Yes,23.1,54.6,89,Yes,Medium,23,9,B,3,77.7
S00498,24,Female,23,Kinesthetic,9,Yes,16.2,46.2,76,Yes,Low,10,9,C,2,62.4
S00499,28,Male,41,Visual,4,Yes,15.9,34.3,54,Yes,High,4,7,D,1,50.2
S00500,21,Male,40,Auditory,14,Yes,26.1,49,84,No,Low,3,8,B,3,75.1
S00501,20,Female,30,Visual,18,Yes,29.7,42,66,Yes,Low,27,6,C,2,71.7
S00502,20,Female,39,Reading/Writing,20,Yes,23.7,47.6,71,Yes,High,20,6,C,2,71.3
S00503,22,Male,45,Visual,15,Yes,27.3,51.1,60,No,Medium,20,10,B,3,78.4
S00504,25,Male,17,Auditory,4,No,17.7,55.3,59,Yes,High,15,5,B,3,73
S00505,29,Female,43,Auditory,13,Yes,27.6,60.2,85,Yes,Medium,20,10,A,4,87.8
S00506,20,Female,37,Reading/Writing,3,Yes,18,62.3,95,Yes,Medium,20,10,A,4,80.3
S00507,18,Male,35,Auditory,0,Yes,21,52.5,100,No,Medium,6,4,B,3,73.5
S00508,23,Female,40,Visual,17,No,23.7,28.7,95,Yes,Medium,14,6,D,1,52.4
S00509,21,Female,37,Kinesthetic,14,Yes,24.6,66.5,69,No,Low,20,6,A,4,91.1
S00510,27,Female,26,Visual,8,Yes,19.8,32.9,66,Yes,Medium,6,6,D,1,52.7
S00511,24,Female,22,Auditory,11,Yes,23.7,29.4,65,Yes,Medium,6,9,D,1,53.1
S00512,24,Male,38,Reading/Writing,5,Yes,21.9,28,52,Yes,Medium,23,5,D,1,49.9
S00513,21,Other,9,Reading/Writing,9,No,25.8,41.3,84,Yes,Medium,7,6,C,2,67.1
S00514,19,Male,23,Auditory,17,No,25.8,30.8,73,No,Low,23,6,D,1,56.6
S00515,20,Male,37,Auditory,3,Yes,21.9,64.4,86,Yes,Medium,10,9,A,4,86.3
S00516,19,Male,25,Kinesthetic,5,Yes,21,28.7,81,Yes,Medium,12,6,D,1,49.7
S00517,27,Female,47,Visual,19,No,27.6,35.7,87,Yes,Low,9,6,D,1,63.3
S00518,20,Female,39,Visual,14,No,29.4,54.6,81,Yes,Medium,4,6,B,3,84
S00519,25,Female,42,Reading/Writing,15,Yes,22.8,61.6,56,Yes,Medium,7,6,A,4,84.4
S00520,22,Female,29,Reading/Writing,2,No,26.4,38.5,79,Yes,Low,30,7,C,2,64.9
S00521,19,Male,29,Kinesthetic,15,Yes,19.5,49.7,67,No,Medium,11,4,B,3,69.2
S00522,23,Male,18,Kinesthetic,20,Yes,20.4,70,93,Yes,High,12,10,A,4,90.4
S00523,20,Male,35,Visual,9,No,29.1,44.1,73,Yes,High,28,4,C,2,73.2
S00524,20,Female,47,Reading/Writing,15,No,20.1,47.6,53,Yes,Low,9,9,C,2,67.7
S00525,21,Female,40,Auditory,13,Yes,21.9,33.6,73,No,Low,18,6,D,1,55.5
S00526,19,Male,28,Visual,8,Yes,19.5,47.6,75,No,Medium,17,9,C,2,67.1
S00527,19,Female,35,Visual,4,Yes,21.9,53.9,57,Yes,High,17,4,B,3,75.8
S00528,25,Female,39,Reading/Writing,13,Yes,18.3,45.5,62,Yes,Medium,12,5,C,2,63.8
S00529,26,Female,27,Auditory,6,Yes,27.9,55.3,82,Yes,Low,9,6,B,3,83.2
S00530,26,Female,49,Reading/Writing,16,Yes,19.5,56,57,Yes,Medium,8,4,B,3,75.5
S00531,26,Male,39,Kinesthetic,12,Yes,21.9,70,62,Yes,Medium,14,10,A,4,91.9
S00532,21,Female,36,Reading/Writing,4,No,23.4,42.7,56,Yes,High,29,4,C,2,66.1
S00533,21,Male,38,Reading/Writing,6,No,24.9,66.5,96,Yes,Medium,1,9,A,4,91.4
S00534,23,Male,30,Visual,7,Yes,22.8,55.3,81,Yes,Low,22,6,B,3,78.1
S00535,23,Male,7,Visual,19,Yes,27.9,49.7,96,Yes,Medium,13,10,B,3,77.6
S00536,27,Female,23,Reading/Writing,16,No,26.7,30.1,78,Yes,Medium,20,6,D,1,56.8
S00537,23,Female,44,Reading/Writing,1,No,24.6,56,74,Yes,Medium,5,4,B,3,80.6
S00538,29,Female,34,Kinesthetic,3,No,25.2,58.1,55,Yes,Medium,21,4,B,3,83.3
S00539,19,Female,5,Kinesthetic,14,No,26.7,29.4,65,Yes,Low,29,4,D,1,56.1
S00540,23,Other,10,Kinesthetic,17,Yes,16.8,29.4,75,Yes,Medium,12,10,D,1,46.2
S00541,22,Male,37,Auditory,7,No,27,47.6,73,No,Medium,20,6,C,2,74.6
S00542,22,Male,18,Auditory,13,Yes,27.9,70,90,Yes,Medium,6,5,A,4,97.9
S00543,27,Female,9,Reading/Writing,17,No,16.5,39.2,65,Yes,Medium,1,5,C,2,55.7
S00544,24,Female,33,Auditory,1,Yes,16.5,47.6,69,Yes,Medium,8,5,C,2,64.1
S00545,21,Female,43,Reading/Writing,18,Yes,27.9,42,54,Yes,High,10,5,C,2,69.9
S00546,29,Male,33,Kinesthetic,18,Yes,24.9,43.4,59,Yes,Medium,2,9,C,2,68.3
